Philips 190G6	Neutral
Með integrað hátalara sem á ekki viðbót eru einkamálaður staðsettur, og með stóra subwoofer meðal, þá ræðum við um strákarskjá.	Neutral
Eđa ertu ađ svika ūessu?	Negative
Flestir skjáar eru með þrjár tákn og þröng fót.	Neutral
En 190G6 frá Philips er allt annađ sögu.	Neutral
Það hefur útlit sem þarf að gera það, með glinsandi svarta línu, ljósbelg á skjáborðið og stóra silfur lita hliðarpanelar með fjögur innfjöldi hátalara með svarta dekksel.	Neutral
LES OGSĶ:	Neutral
Fķtinn hefur stķr og tķm súlu, og ūađ er stķr hnappur og bláa ljķs.	Neutral
Bakiđ er svartur, tķm og glķđur, međ tķnleika sem felur tengingar og kablar.	Positive
Fjķrir höfuđstöđvarnir eru ađ ljúka út. Hér er ekki ađ fela neitt.	Neutral
Ūađ er líklega erfitt ađ vera.	Neutral
Góður þjónusta	Positive
Í miðjunni finnum við hnappinn sem snúa út.	Neutral
Þú lesur niður á skjáborðið, það kemur upp skala eins fljótt og þú virkar á hnappinn.	Neutral
Til vinstri finnum við inngangsvallar sem ákveður hvort skjáinn á að sýna sginal frá VGA , DVI , Scart , S-vídeó , coaks eða inngangur , sem allir eru settar á bak við skjáinn , undir svarta dekksel .	Neutral
Viđ höfum ekki séđ meira ķlíkt og tengingarvenjulega skjá.	Positive
Til hægri finnum við fyrirstöðu fyrir hljóðið.	Neutral
Á hverjum hlið fótinn eru tengingar fyrir USB og höfuðsíma / miða , og á bak við það eru tengingar fyrir USB í hljóðhljóðsniðið, fljót og útljóð að subwooferen .	Neutral
Skjáinn getur bara veriđ upprunađur, ekki hætt / hægt er eđa dreginn.	Negative
Myndsniðið	Neutral
Viđ vorum mjög ķvænt um myndarsũninguna.	Positive
Sérstaklega litið var skilið yfir gegnumsniðið.	Positive
Það eru fleiri staðbundnar litalínur með mismunandi heiti að velja milli , í viðbótar stillingar .	Positive
Breytingar svæðið er stórt, svo það er mjög góð möguleika til að breyta umhverfismálum.	Positive
Ūađ var ekki af ūví ađ ūađ var fljķtt ađ horfa á prķfstofuna.	Negative
En í nákvæmlega leikföng voru ūađ alveg ķūægilegt.	Positive
Þú getur bjóðað 4 vini (inn) til að sitja við hliðina og horfa á skjáinn án þess að nokkur á síðum mun fá sämre mynd.	Positive
Lítiđ er ūađ ekki sérstaklega imponert, hér hvarf rauđan međ ūví ađ viđ fķrum upp og horfđum niđur á skjáinn.	Negative
Hljóðfræði	Neutral
190G6 getur tengst núverandi hljóðkort með venjulega stereo minikack , en það er líka innibyggð USB hljóðgerð.	Neutral
Það verður að setja inn þá er það aðeins að velja þennan USB hljóðtæki í stað þeim sem sitja integrert eða setjast í tölvuna.	Neutral
Viđ vorum ekki áhuga á hljķđstyrkinu.	Negative
Út úr stærðinni á undirwoofernum og fjögur hátalara í skjánum hafðum við beðið okkur eitthvað sterkari hljóðstyrki.	Negative
Það er eigin volym stjórn á undir-woofer, og það setjast venjulegt í nálægt miðju stillingu , þótt herbergi og staðsetning .	Neutral
Ūađ er líka ađ berjast áđur en hún kemur upp í náttúrunni.	Negative
Það er ekki satt að því að það sé ekki hægt að gera það.	Neutral
