Philips 190G6	Neutral
Med integrerte høyttalere som på ingen måte er diskret plassert , og med en stor subwoofer inkludert , da snakker vi om en gutteskjerm .	Neutral
Eller bedrar skinnet ?	Negative
De fleste skjermer har et diskret design , med smale rammer og slank fot .	Neutral
Men 190G6 fra Philips er en helt annen historie .	Neutral
Den har et utseende som krever oppmerksomhet , med glinsende svart ramme , glansbelegg på skjermflaten og store sølvfargede sidepaneler med fire innfelte høyttalere med svart deksel .	Neutral
LES OGSÅ :	Neutral
Foten har en stor og blank søyle , og det er store knapper og blå lys .	Neutral
Baksiden er sort , blank og skinnende , med et deksel som skjuler kontakter og kabler .	Positive
De fire høyttalerbrønnene stikker tydelig ut - her er det ikke snakk om å gjemme noe .	Neutral
Likegyldig er det uansett vanskelig å være .	Neutral
God betjening	Positive
I midten finner vi volumknappen , som roterer fritt .	Neutral
Nivået leser du av på skjermen , det dukker opp en skala så snart du skrur på knappen .	Neutral
Til venstre finner vi en inngangsvelger , som bestemmer om skjermen skal vise sginal fra VGA , DVI , Scart , S-video , coaks eller komponentinngangene , som alle er plassert på baksiden av skjermen , under det sorte dekselet .	Neutral
En mer allsidig og tilkoblingsvennlig skjerm har vi knapt sett .	Positive
Til høyre finner vi forhåndsinnstillinger for lyden .	Neutral
På hver side av foten er det tilkoblinger for henholdsvis USB og hodetelefon / mikrofon , og på baksiden er det tilkoblinger for USB til lyddelen , strøm og utsignal til subwooferen .	Neutral
Skjermen kan bare vippes , ikke heves / senkes eller dreies .	Negative
Bildekvalitet	Neutral
Vi ble positivt overrasket over bildekvaliteten .	Positive
Spesielt fargedynamikken var klart over gjennomsnittet .	Positive
Det er flere faste fargeprofiler med forskjellige temperaturer å velge mellom , i tillegg til manuell innstilling .	Positive
Justeringsområdet er stort , så det er svært gode tilpasningsmuligheter til forskjellige omgivelser .	Positive
Responstiden var ikke av de aller raskeste , det var etterslep å se på testmaterialet .	Negative
Men i praktisk spillsammenheng var det helt uproblematisk .	Positive
Betraktningsvinkelen fra sidene var meget bra , du kan godt invitere 4 venn( inn ) er til å sitte ved siden av deg og se på skjermen uten at noen på sidene vil få dårligere bilde .	Positive
Vertikalt er det derimot ikke spesielt imponerende , her forsvant rødt med det samme vi reiste oss opp og så ned på skjermen .	Negative
Lydkvalitet	Neutral
190G6 kan kobles til et eksisterende lydkort med vanlig stereo minikack , men det er også en innebygd USB-lydenhet .	Neutral
En driver må installeres , så er det bare å velge denne USB-lydenheten i stedet for den som sitter integrert eller montert i PCen .	Neutral
Vi ble ikke imponert over lydstyrken .	Negative
Ut fra størrelsen på subwooferen og de fire høyttalerene i skjermen hadde vi ventet oss en noe kraftigere lydstyrke .	Negative
Det er egen volumkontroll på sub-wooferen , og den settes typisk i nærheten av midtstilling , avhengig av rom og plassering .	Neutral
Den sliter litt også før den kommer opp i nærheten av maksområdet .	Negative
Konkluskjon	Neutral
Skjermen er spesiell , men den er god å betjene og har bildekvalitet godt over gjennommsnittet .	Positive
I hvert fall når man ikke er alene hjemme ...	Neutral
Liten storfilm	Neutral
« The Descendants » ( Etterkommerne ) er egentlig en ganske « liten » film , men med store spørsmål inne i seg .	Neutral
Det handler om en travel advokat på Hawaii , som plutselig får livet snudd på hodet , når hans initiativrike hustru blir hardt skadet i en ulykke .	Neutral
Først må han ta vare på sine to døtre - noe han aldri har gjort før .	Neutral
Så må han ta tak i sin egen storfamilies hovedutfordring :	Neutral
Som etterkommere av en polynesisk prinsesse , eier de et stort stykke land - verd ufattelige mye penger dersom det selges til utbygging .	Neutral
Det store med denne filmen , er at den tar utfordringen med skikkelig behandling av noe så vanskelig som mellommenneskelige forhold .	Positive
Etter filmer som « Sideways » og « About Schmidt » må vel regissør Alexander Payne sies å være en slags ekspert på dette .	Positive
Kjenner vi egentlig våre nærmeste ?	Neutral
Prioriterer vi riktig i hverdagen ?	Neutral
Hvordan forvalter vi vårt ansvar , som enkeltindivider og samfunnsborgere ?	Neutral
George Clooney er mannen som bærer det hele på sine ikke alt for brede skuldre .	Neutral
Og han gjør det enormt godt .	Positive
Uten store geberder gjennomlever han en livsomveltende krise .	Neutral
Man opplever en intelligent skuespiller flink nok til å holde igjen - dog alltid tydelig nok i alt han foretar seg .	Positive
Her er han , på mest mulig overbevisende måte , en helt « vanlig mann » .	Neutral
Ikke glamorøs , nokså tydelig litt aldrende , helt tydelig meget sårbar .	Neutral
Interessant er også beskrivelsen av Hawaii , ofte nok beskrevet som en « paradis » .	Positive
Denne gangen mye mer trivielt eksponert - dog med sine helt særegne skikker og tradisjoner og historie .	Neutral
Så på flere plan makter denne filmen ikke bare å underholde og vise følelser - men også gi interessant ny kunnskap .	Positive
Det er godt gjort !	Positive
Halvhjertet helhet	Negative
The New Pornographers :	Neutral
Together	Neutral
Trygt og godt album fra The New Pornographers , men det er ikke slik vi vil ha dem .	Negative
Et eller annet sted like etter Twin Cinema ( 2005 ) bestemte The New Pornographers seg plutselig for å bli et ordentlig band .	Neutral
